auction id,kick timestamp,kick block,last bid block,lot,tab,number of bids,final lot,final bid,final price,discount OSM,ETH price OSM,discount uniswap,ETH price uniswap,winner,dealer,vault owner, kicker, kick gas price (wei), last bid gas price (wei),last bid timestamp, deal gas price (wei), deal timestamp
941,1584020109,9656986,9657208,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,300000000000,1584023089
942,1584020109,9656986,9657181,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,300000000000,1584022687
943,1584020109,9656986,9657453,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0x2771f0A6481A563EB5325f305fb53092a4A6D849,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,165000000000,1584026133
944,1584020109,9656986,9657212,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,300000000000,1584023128
945,1584020109,9656986,9657216,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,200000000000,1584023160
946,1584020109,9656986,9657218,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,139000000000,1584023183
947,1584020109,9656986,9657220,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,300000000000,1584023227
948,1584020109,9656986,9657222,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,300000000000,1584023279
949,1584020109,9656986,9657222,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,300000000000,1584023279
950,1584020109,9656986,9657223,50.000000000000000000, 6286.611,1,50.000000000000000000,0.000000000000000000000000001000000000000000000,2.0000000000000002e-29,1.0,166.465,1.0,124.97167187396545,0x9c05a05893Ada984FC20D0DA0c046De5Cc0e8273,0xA5818f45c41df902Db3fa74B6181D91F351d2694,0xfD7660B6E70FEFE9A4d73523d35C511BdBd7e1FC,0xaDC374E77b89aF0B8b39f7C47E8E0A37b6dAF073,200000000000,200000000000,1584020109,300000000000,1584023289
